Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003
48201211200,14000US48201211200,"Census Tract 2112, Harris County, Texas","Census Tract 2112, Harris County, Texas",tx,140,0,ACSSF,6581,,,,,48,201,,,,211200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2619,2619,3983.383,0.657481425
48201211300,14000US48201211300,"Census Tract 2113, Harris County, Texas","Census Tract 2113, Harris County, Texas",tx,140,0,ACSSF,6582,,,,,48,201,,,,211300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5483,5483,5148.986,1.064869799
48201211400,14000US48201211400,"Census Tract 2114, Harris County, Texas","Census Tract 2114, Harris County, Texas",tx,140,0,ACSSF,6583,,,,,48,201,,,,211400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4061,4061,2906.901,1.397020372
48201211500,14000US48201211500,"Census Tract 2115, Harris County, Texas","Census Tract 2115, Harris County, Texas",tx,140,0,ACSSF,6584,,,,,48,201,,,,211500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7121,7121,3050.621,2.334279155
48201211600,14000US48201211600,"Census Tract 2116, Harris County, Texas","Census Tract 2116, Harris County, Texas",tx,140,0,ACSSF,6585,,,,,48,201,,,,211600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709,2709,6025.131,0.449616755
48201211700,14000US48201211700,"Census Tract 2117, Harris County, Texas","Census Tract 2117, Harris County, Texas",tx,140,0,ACSSF,6586,,,,,48,201,,,,211700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727,3727,2173.033,1.715114124
48201211900,14000US48201211900,"Census Tract 2119, Harris County, Texas","Census Tract 2119, Harris County, Texas",tx,140,0,ACSSF,6587,,,,,48,201,,,,211900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056,5056,10496.78,0.48167173
48201212300,14000US48201212300,"Census Tract 2123, Harris County, Texas","Census Tract 2123, Harris County, Texas",tx,140,0,ACSSF,6588,,,,,48,201,,,,212300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5745,5745,4628.665,1.241178724
48201212400,14000US48201212400,"Census Tract 2124, Harris County, Texas","Census Tract 2124, Harris County, Texas",tx,140,0,ACSSF,6589,,,,,48,201,,,,212400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3079,3079,981.5547,3.136860094
48201212500,14000US48201212500,"Census Tract 2125, Harris County, Texas","Census Tract 2125, Harris County, Texas",tx,140,0,ACSSF,6590,,,,,48,201,,,,212500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714,3714,891.9721,4.163807323
48201220100,14000US48201220100,"Census Tract 2201, Harris County, Texas","Census Tract 2201, Harris County, Texas",tx,140,0,ACSSF,6591,,,,,48,201,,,,220100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,2204,3217.09,0.685091205
48201220200,14000US48201220200,"Census Tract 2202, Harris County, Texas","Census Tract 2202, Harris County, Texas",tx,140,0,ACSSF,6592,,,,,48,201,,,,220200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637,2637,4626.648,0.569959011
48201220300,14000US48201220300,"Census Tract 2203, Harris County, Texas","Census Tract 2203, Harris County, Texas",tx,140,0,ACSSF,6593,,,,,48,201,,,,220300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,4474,5850.935,0.764664161
48201220400,14000US48201220400,"Census Tract 2204, Harris County, Texas","Census Tract 2204, Harris County, Texas",tx,140,0,ACSSF,6594,,,,,48,201,,,,220400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217,4217,5732.817,0.735589509
48201220500,14000US48201220500,"Census Tract 2205, Harris County, Texas","Census Tract 2205, Harris County, Texas",tx,140,0,ACSSF,6595,,,,,48,201,,,,220500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3963,3963,4273.044,0.927441749
48201220600,14000US48201220600,"Census Tract 2206, Harris County, Texas","Census Tract 2206, Harris County, Texas",tx,140,0,ACSSF,6596,,,,,48,201,,,,220600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519,3519,5487.481,0.641277875
48201220700,14000US48201220700,"Census Tract 2207, Harris County, Texas","Census Tract 2207, Harris County, Texas",tx,140,0,ACSSF,6597,,,,,48,201,,,,220700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5993,5993,3728.718,1.607254937
48201220800,14000US48201220800,"Census Tract 2208, Harris County, Texas","Census Tract 2208, Harris County, Texas",tx,140,0,ACSSF,6598,,,,,48,201,,,,220800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,2740,4091.068,0.669751752
48201220900,14000US48201220900,"Census Tract 2209, Harris County, Texas","Census Tract 2209, Harris County, Texas",tx,140,0,ACSSF,6599,,,,,48,201,,,,220900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684,1684,2912.843,0.57812932
48201221000,14000US48201221000,"Census Tract 2210, Harris County, Texas","Census Tract 2210, Harris County, Texas",tx,140,0,ACSSF,6600,,,,,48,201,,,,221000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910,3910,4084.051,0.957382814
48201221100,14000US48201221100,"Census Tract 2211, Harris County, Texas","Census Tract 2211, Harris County, Texas",tx,140,0,ACSSF,6601,,,,,48,201,,,,221100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557,3557,3009.474,1.181934048
48201221200,14000US48201221200,"Census Tract 2212, Harris County, Texas","Census Tract 2212, Harris County, Texas",tx,140,0,ACSSF,6602,,,,,48,201,,,,221200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6785,6785,7027.504,0.965492118
48201221300,14000US48201221300,"Census Tract 2213, Harris County, Texas","Census Tract 2213, Harris County, Texas",tx,140,0,ACSSF,6603,,,,,48,201,,,,221300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9013,9013,6801.84,1.325082587
48201221400,14000US48201221400,"Census Tract 2214, Harris County, Texas","Census Tract 2214, Harris County, Texas",tx,140,0,ACSSF,6604,,,,,48,201,,,,221400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5972,5972,7659.423,0.779693188
48201221500,14000US48201221500,"Census Tract 2215, Harris County, Texas","Census Tract 2215, Harris County, Texas",tx,140,0,ACSSF,6605,,,,,48,201,,,,221500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9175,9175,10512.37,0.87278165
48201221600,14000US48201221600,"Census Tract 2216, Harris County, Texas","Census Tract 2216, Harris County, Texas",tx,140,0,ACSSF,6606,,,,,48,201,,,,221600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9728,9728,4373.949,2.2240771
48201221700,14000US48201221700,"Census Tract 2217, Harris County, Texas","Census Tract 2217, Harris County, Texas",tx,140,0,ACSSF,6607,,,,,48,201,,,,221700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8132,8132,3958.75,2.054183649
48201221800,14000US48201221800,"Census Tract 2218, Harris County, Texas","Census Tract 2218, Harris County, Texas",tx,140,0,ACSSF,6608,,,,,48,201,,,,221800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4151,4151,3421.731,1.213128787
48201221900,14000US48201221900,"Census Tract 2219, Harris County, Texas","Census Tract 2219, Harris County, Texas",tx,140,0,ACSSF,6609,,,,,48,201,,,,221900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347,4347,4227.273,1.028322525
48201222000,14000US48201222000,"Census Tract 2220, Harris County, Texas","Census Tract 2220, Harris County, Texas",tx,140,0,ACSSF,6610,,,,,48,201,,,,222000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493,2493,5681.103,0.438823269
48201222100,14000US48201222100,"Census Tract 2221, Harris County, Texas","Census Tract 2221, Harris County, Texas",tx,140,0,ACSSF,6611,,,,,48,201,,,,222100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5529,5529,6266.572,0.882300613
48201222200,14000US48201222200,"Census Tract 2222, Harris County, Texas","Census Tract 2222, Harris County, Texas",tx,140,0,ACSSF,6612,,,,,48,201,,,,222200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481,3481,3023.899,1.151162863
48201222300,14000US48201222300,"Census Tract 2223, Harris County, Texas","Census Tract 2223, Harris County, Texas",tx,140,0,ACSSF,6613,,,,,48,201,,,,222300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488,4488,2327.06,1.928613955
48201222401,14000US48201222401,"Census Tract 2224.01, Harris County, Texas","Census Tract 2224.01, Harris County, Texas",tx,140,0,ACSSF,6614,,,,,48,201,,,,222401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053,3053,1564.512,1.951407497
48201222402,14000US48201222402,"Census Tract 2224.02, Harris County, Texas","Census Tract 2224.02, Harris County, Texas",tx,140,0,ACSSF,6615,,,,,48,201,,,,222402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6617,6617,4211.868,1.571037009
48201222501,14000US48201222501,"Census Tract 2225.01, Harris County, Texas","Census Tract 2225.01, Harris County, Texas",tx,140,0,ACSSF,6616,,,,,48,201,,,,222501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,3810,10850.17,0.351146415
48201222502,14000US48201222502,"Census Tract 2225.02, Harris County, Texas","Census Tract 2225.02, Harris County, Texas",tx,140,0,ACSSF,6617,,,,,48,201,,,,222502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093,4093,3116.116,1.313494117
48201222503,14000US48201222503,"Census Tract 2225.03, Harris County, Texas","Census Tract 2225.03, Harris County, Texas",tx,140,0,ACSSF,6618,,,,,48,201,,,,222503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7462,7462,11322.23,0.659057494
48201222600,14000US48201222600,"Census Tract 2226, Harris County, Texas","Census Tract 2226, Harris County, Texas",tx,140,0,ACSSF,6619,,,,,48,201,,,,222600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4984,4984,4925.217,1.01193519
48201222700,14000US48201222700,"Census Tract 2227, Harris County, Texas","Census Tract 2227, Harris County, Texas",tx,140,0,ACSSF,6620,,,,,48,201,,,,222700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5422,5422,1983.054,2.734166336
48201222800,14000US48201222800,"Census Tract 2228, Harris County, Texas","Census Tract 2228, Harris County, Texas",tx,140,0,ACSSF,6621,,,,,48,201,,,,222800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2878,2878,1107.791,2.59796416
48201222900,14000US48201222900,"Census Tract 2229, Harris County, Texas","Census Tract 2229, Harris County, Texas",tx,140,0,ACSSF,6622,,,,,48,201,,,,222900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8369,8369,3737.128,2.239420028
48201223001,14000US48201223001,"Census Tract 2230.01, Harris County, Texas","Census Tract 2230.01, Harris County, Texas",tx,140,0,ACSSF,6623,,,,,48,201,,,,223001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,4381,3655.649,1.198419066
48201223002,14000US48201223002,"Census Tract 2230.02, Harris County, Texas","Census Tract 2230.02, Harris County, Texas",tx,140,0,ACSSF,6624,,,,,48,201,,,,223002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4193,4193,14666.08,0.28589785
48201223100,14000US48201223100,"Census Tract 2231, Harris County, Texas","Census Tract 2231, Harris County, Texas",tx,140,0,ACSSF,6625,,,,,48,201,,,,223100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173,2173,1184.422,1.834649427
48201230100,14000US48201230100,"Census Tract 2301, Harris County, Texas","Census Tract 2301, Harris County, Texas",tx,140,0,ACSSF,6626,,,,,48,201,,,,230100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,1236,2353.467,0.525182742
48201230200,14000US48201230200,"Census Tract 2302, Harris County, Texas","Census Tract 2302, Harris County, Texas",tx,140,0,ACSSF,6627,,,,,48,201,,,,230200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808,4808,1600.709,3.003669515
48201230300,14000US48201230300,"Census Tract 2303, Harris County, Texas","Census Tract 2303, Harris County, Texas",tx,140,0,ACSSF,6628,,,,,48,201,,,,230300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,2113,3137.198,0.67353092
48201230400,14000US48201230400,"Census Tract 2304, Harris County, Texas","Census Tract 2304, Harris County, Texas",tx,140,0,ACSSF,6629,,,,,48,201,,,,230400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246,3246,2924.655,1.10987464
48201230500,14000US48201230500,"Census Tract 2305, Harris County, Texas","Census Tract 2305, Harris County, Texas",tx,140,0,ACSSF,6630,,,,,48,201,,,,230500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,2619.905,1.335926267
48201230600,14000US48201230600,"Census Tract 2306, Harris County, Texas","Census Tract 2306, Harris County, Texas",tx,140,0,ACSSF,6631,,,,,48,201,,,,230600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804,2804,3352.076,0.83649654
48201230700,14000US48201230700,"Census Tract 2307, Harris County, Texas","Census Tract 2307, Harris County, Texas",tx,140,0,ACSSF,6632,,,,,48,201,,,,230700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,2490,2389.979,1.041850001
48201230800,14000US48201230800,"Census Tract 2308, Harris County, Texas","Census Tract 2308, Harris County, Texas",tx,140,0,ACSSF,6633,,,,,48,201,,,,230800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361,2361,3302.022,0.71501644
48201230900,14000US48201230900,"Census Tract 2309, Harris County, Texas","Census Tract 2309, Harris County, Texas",tx,140,0,ACSSF,6634,,,,,48,201,,,,230900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526,3526,1436.457,2.454651141
48201231000,14000US48201231000,"Census Tract 2310, Harris County, Texas","Census Tract 2310, Harris County, Texas",tx,140,0,ACSSF,6635,,,,,48,201,,,,231000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3835,3835,2410.659,1.590851386
48201231100,14000US48201231100,"Census Tract 2311, Harris County, Texas","Census Tract 2311, Harris County, Texas",tx,140,0,ACSSF,6636,,,,,48,201,,,,231100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,4750,1114.173,4.263252957
48201231200,14000US48201231200,"Census Tract 2312, Harris County, Texas","Census Tract 2312, Harris County, Texas",tx,140,0,ACSSF,6637,,,,,48,201,,,,231200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7915,7915,1476.362,5.36114955
48201231300,14000US48201231300,"Census Tract 2313, Harris County, Texas","Census Tract 2313, Harris County, Texas",tx,140,0,ACSSF,6638,,,,,48,201,,,,231300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,4367,2351.694,1.856959569
48201231400,14000US48201231400,"Census Tract 2314, Harris County, Texas","Census Tract 2314, Harris County, Texas",tx,140,0,ACSSF,6639,,,,,48,201,,,,231400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,2604,2015.028,1.292289771
48201231500,14000US48201231500,"Census Tract 2315, Harris County, Texas","Census Tract 2315, Harris County, Texas",tx,140,0,ACSSF,6640,,,,,48,201,,,,231500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3071,3071,6859.159,0.447722538
48201231600,14000US48201231600,"Census Tract 2316, Harris County, Texas","Census Tract 2316, Harris County, Texas",tx,140,0,ACSSF,6641,,,,,48,201,,,,231600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627,2627,4086.885,0.64278792
48201231700,14000US48201231700,"Census Tract 2317, Harris County, Texas","Census Tract 2317, Harris County, Texas",tx,140,0,ACSSF,6642,,,,,48,201,,,,231700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414,3414,2090.194,1.633341544
48201231800,14000US48201231800,"Census Tract 2318, Harris County, Texas","Census Tract 2318, Harris County, Texas",tx,140,0,ACSSF,6643,,,,,48,201,,,,231800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,2705,2496.281,1.08361197
48201231900,14000US48201231900,"Census Tract 2319, Harris County, Texas","Census Tract 2319, Harris County, Texas",tx,140,0,ACSSF,6644,,,,,48,201,,,,231900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6715,6715,1977.312,3.396025001
48201232000,14000US48201232000,"Census Tract 2320, Harris County, Texas","Census Tract 2320, Harris County, Texas",tx,140,0,ACSSF,6645,,,,,48,201,,,,232000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305,4305,699.1393,6.157571386
48201232100,14000US48201232100,"Census Tract 2321, Harris County, Texas","Census Tract 2321, Harris County, Texas",tx,140,0,ACSSF,6646,,,,,48,201,,,,232100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,3196,2577.43,1.239994934
48201232200,14000US48201232200,"Census Tract 2322, Harris County, Texas","Census Tract 2322, Harris County, Texas",tx,140,0,ACSSF,6647,,,,,48,201,,,,232200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15112,15112,1973.502,7.657454011
48201232301,14000US48201232301,"Census Tract 2323.01, Harris County, Texas","Census Tract 2323.01, Harris County, Texas",tx,140,0,ACSSF,6648,,,,,48,201,,,,232301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9812,9812,985.376,9.957620653
48201232302,14000US48201232302,"Census Tract 2323.02, Harris County, Texas","Census Tract 2323.02, Harris County, Texas",tx,140,0,ACSSF,6649,,,,,48,201,,,,232302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11129,11129,2419.85,4.599045247
48201232401,14000US48201232401,"Census Tract 2324.01, Harris County, Texas","Census Tract 2324.01, Harris County, Texas",tx,140,0,ACSSF,6650,,,,,48,201,,,,232401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8920,8920,1601.157,5.570970599
48201232402,14000US48201232402,"Census Tract 2324.02, Harris County, Texas","Census Tract 2324.02, Harris County, Texas",tx,140,0,ACSSF,6651,,,,,48,201,,,,232402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952,3952,6873.713,0.574943977
48201232403,14000US48201232403,"Census Tract 2324.03, Harris County, Texas","Census Tract 2324.03, Harris County, Texas",tx,140,0,ACSSF,6652,,,,,48,201,,,,232403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682,4682,5677.899,0.824600732
48201232500,14000US48201232500,"Census Tract 2325, Harris County, Texas","Census Tract 2325, Harris County, Texas",tx,140,0,ACSSF,6653,,,,,48,201,,,,232500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,3918,888.3375,4.410485686
48201232600,14000US48201232600,"Census Tract 2326, Harris County, Texas","Census Tract 2326, Harris County, Texas",tx,140,0,ACSSF,6654,,,,,48,201,,,,232600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971,2971,1257.449,2.362720599
48201232701,14000US48201232701,"Census Tract 2327.01, Harris County, Texas","Census Tract 2327.01, Harris County, Texas",tx,140,0,ACSSF,6655,,,,,48,201,,,,232701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8514,8514,4723.079,1.802637696
48201232702,14000US48201232702,"Census Tract 2327.02, Harris County, Texas","Census Tract 2327.02, Harris County, Texas",tx,140,0,ACSSF,6656,,,,,48,201,,,,232702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6258,6258,3703.101,1.689935243
48201232800,14000US48201232800,"Census Tract 2328, Harris County, Texas","Census Tract 2328, Harris County, Texas",tx,140,0,ACSSF,6657,,,,,48,201,,,,232800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097,6097,7969.681,0.765024394
48201232900,14000US48201232900,"Census Tract 2329, Harris County, Texas","Census Tract 2329, Harris County, Texas",tx,140,0,ACSSF,6658,,,,,48,201,,,,232900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,7234,5734.052,1.261586154
48201233001,14000US48201233001,"Census Tract 2330.01, Harris County, Texas","Census Tract 2330.01, Harris County, Texas",tx,140,0,ACSSF,6659,,,,,48,201,,,,233001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920,3920,10735.99,0.365127174
48201233002,14000US48201233002,"Census Tract 2330.02, Harris County, Texas","Census Tract 2330.02, Harris County, Texas",tx,140,0,ACSSF,6660,,,,,48,201,,,,233002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202,4202,6304.854,0.666470655
48201233003,14000US48201233003,"Census Tract 2330.03, Harris County, Texas","Census Tract 2330.03, Harris County, Texas",tx,140,0,ACSSF,6661,,,,,48,201,,,,233003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,2371,6082.307,0.389819181
48201233101,14000US48201233101,"Census Tract 2331.01, Harris County, Texas","Census Tract 2331.01, Harris County, Texas",tx,140,0,ACSSF,6662,,,,,48,201,,,,233101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285,4285,6399.158,0.669619319
48201233102,14000US48201233102,"Census Tract 2331.02, Harris County, Texas","Census Tract 2331.02, Harris County, Texas",tx,140,0,ACSSF,6663,,,,,48,201,,,,233102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,7330,7766.742,0.943767693
48201233103,14000US48201233103,"Census Tract 2331.03, Harris County, Texas","Census Tract 2331.03, Harris County, Texas",tx,140,0,ACSSF,6664,,,,,48,201,,,,233103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330,5330,8459.843,0.630035352
48201233200,14000US48201233200,"Census Tract 2332, Harris County, Texas","Census Tract 2332, Harris County, Texas",tx,140,0,ACSSF,6665,,,,,48,201,,,,233200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5821,5821,4791.471,1.214867019
48201233300,14000US48201233300,"Census Tract 2333, Harris County, Texas","Census Tract 2333, Harris County, Texas",tx,140,0,ACSSF,6666,,,,,48,201,,,,233300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285,5285,1312.055,4.028032176
